AREA,CLINIC CODE,CLINIC,ADDRESS,POSTAL,TEL,FAX,"OPERATING HOURS
MON - FRI",SAT,SUN,PUBLIC HOLIDAY,REMARKS
ANG MO KIO,SGP000076,CHUA MEDICO CLINIC LLP,BLK 529 ANG MO KIO AVENUE 10 #01-2323,560529,64562275,64562275,"8.30AM-12.30PM,
2.00PM-4.30PM,
6.30PM-9.00PM (CLOSED ON FRIDAY NIGHT)",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
ANG MO KIO,SGP000240,MHC FAMILY CLINIC (AMK),BLK 452 ANG MO KIO AVENUE 10 #01-1789,560452,65534050,64525433,"8.30AM-12.00PM   
1.00PM-3.30PM   
7.00PM-9.00PM","8.30AM-12.00PM
 
7.00PM-9.00PM",CLOSED,,
ANG MO KIO,SGP000367,TONG CLINIC & SURGERY,BLK 316B ANG MO KIO STREET 31 #01-05,563316,64528311,64528311,"8.30AM-12.15PM,
2.00PM-4.15PM,
7.00PM-8.45PM (CLOSED ON WED NIGHT)",8.30AM-12.15PM,8.30AM-12.15PM,CLOSED,"TEMPORARY  CLOSURE FROM 12-18
NOVEMBER  2015."
ANG MO KIO,SGP000253,MY FAMILY DOCTOR,BLK 330 ANG MO KIO AVENUE 1 #01-1803,560330,65530100,64578406,"8.30AM-12.30PM  
2.00PM-4.30PM   
7.00PM-9.00PM",8.30AM-12.30PM,8.30AM-12.30PM,8.30AM-12.30PM,
ANG MO KIO,SGP000321,SUMMIT MEDICAL CLINIC,BLK 632 ANG MO KIO AVENUE 4 #01-956,560632,64560060,64532143,"8.30AM-12.30PM   
1.30PM-3.30PM   
6.30PM-8.30PM",8.30AM-12.30PM,CLOSED,CLOSED,Closed on Thu nights
ANG MO KIO,SGP000665,HEALTHPATH  MEDICAL CLINIC AND SURGERY,BLK 338 ANG MO KIO AVENUE 1 #01-1651,560338,64832556,,"8.30AM-12.30PM,
2.00PM-5.00PM,
6.30PM-9.30PM",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
ANG MO KIO,SGP000345,THE CHUNGKIAW  FAMILY PRACTICE PTE LTD,17 ANG MO KIO AVENUE 9 #01-06 ANG MO KIO- THYE HUA KWAN HOSPITAL,569766,64551009,64550992,"8.45AM-12.00PM,
2.00PM-4.00PM",8.45AM-12.00PM,CLOSED,CLOSED,
ANG MO KIO,SGP000392,YIO CHU KANG MRT CLINIC PTE LTD,BLK 635 ANG MO KIO AVENUE 6 #01-5125,560635,64598278,64590891,"8.30AM-12.30PM   
2.00PM-3.30PM   
5.30PM-8.30PM",8.00AM-12.30PM,CLOSED,CLOSED,Patients to be registered 15 mins before closing
ANG MO KIO,SGP000586,FRONTIER MEDICAL ASSOCIATES  (AMK),BLK 163 ANG MO KIO AVENUE 4 #01-426,560163,64532571,64548425,"8.30AM-4.30PM,
6.30PM-9.30PM (CLOSED ON TUE & FRI NIGHT)",8.30AM-1.00PM,8.30AM-1.00PM,CLOSED,"IF PH FALLS ON SUN, CLINIC WILL OPEN ON SUN & CLOSE ON FOLLOWING  MON."
ANG MO KIO,SGP000508,TNG FAMILY CLINIC,BLK 347 ANG MO KIO AVENUE 3 #01-2126,560347,64541203,64541203,"8.30AM-12.30PM,
2.00PM-4.00PM,
6.00PM-9.30PM",8.30AM-12.30PM,8.30AM-12.30PM,8.30AM-12.30PM,
ANG MO KIO,SGP000575,ONEDOCTORS FAMILY CLINIC (AMK),BLK 710 ANG MO KIO AVENUE 8 #01-2613,560710,65542918,65542718,8.00AM-10.00PM,8.00AM-10.00PM,8.00AM-10.00PM,8.00AM-10.00PM,
ANG MO KIO,SGP000676,BEWELL CLINIC,BLK 5012 ANG MO KIO AVE 5 #01-01 ANG MO KIO TECHPLACE  II,569876,65559038,65559048,"8.30AM-1.00PM,
2.00PM-5.00PM",CLOSED,CLOSED,CLOSED,
BEDOK,SGP000635,ACCESS MEDICAL BEDOK SOUTH,59 NEW UPPER CHANGI ROAD #01-1268,461059,64453100,64453200,"7.00AM-1.00PM,
6.00PM-12.00AM","7.00AM-1.00PM,
6.00PM-12.00AM","7.00AM-1.00PM,
6.00PM-12.00AM","7.00AM-1.00PM,
6.00PM-12.00AM",
BEDOK,SGP000182,KCS MEDICAL CENTRE PTE LTD,BLK 515 BEDOK NORTH AVENUE 2 #01-205,460515,64438322,64418322,"8.30AM-2.00PM  
7.00PM-9.00PM",8.30AM-12.30PM,7.00AM-9.00AM,CLOSED,
BEDOK,SGP000183,KHO CLINIC,BLK 537 BEDOK NORTH STREET 3 #01-519,460537,62428266,62432614,"8.30AM-12.30PM,  
2.00PM-5.00P,  
7.00PM-9.00PM (CLOSED ON THURS AFT/EVE)",8.30AM-12.30PM,8.30AM-12.30PM,8.30AM-12.30PM,
